Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID,ReadTimeStamp,Accepted
"Andriansyah, R., Etman, P., Rooda, J.",35188729800; 6602889753; 6603986307,Simulation model of a single-server order picking workstation using aggregate process times,2009,"1st International Conference on Advances in System Simulation, SIMUL 2009",,, 5283980,23,31,,3.0,10.1109/SIMUL.2009.10,https://www.scopus.com/inward/record.url?eid=2-s2.0-74349099296&partnerID=40&md5=50266cf7651984f408446467637dada7,Conference Paper,Final,,Scopus,2-s2.0-74349099296,1574531433.0,False
"Wang, S.-L., Wang, F., Qiu, R.-H.",7410335695; 57199195544; 35307756900,Traffic impact analysis using microscopic traffic simulation model,2009,Jiaotong Yunshu Xitong Gongcheng Yu Xinxi/ Journal of Transportation Systems Engineering and Information Technology,9,6,,81,86,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-74249089939&partnerID=40&md5=1f34684875d6e758664a17e9ee872b9d,Article,Final,,Scopus,2-s2.0-74249089939,1574531439.0,False
"Shibin, Z., Xiang, S., Zhi, Q.",35303590300; 35340112500; 35340186600,Subjective trust evaluation model based on fuzzy reasoning,2009,"2nd International Symposium on Electronic Commerce and Security, ISECS 2009",1,, 5209804,328,332,,3.0,10.1109/ISECS.2009.23,https://www.scopus.com/inward/record.url?eid=2-s2.0-74049149400&partnerID=40&md5=5b34b0219c5af8147ad379b8b593150a,Conference Paper,Final,,Scopus,2-s2.0-74049149400,1574531441.0,False
"Nunes, I., Kulesza, U., Nunes, C., Cirilo, E., Lucena, C.",26633080300; 12645089300; 26633165000; 23476361200; 26643099500,Extending PASSI to model multi-agent systems product lines,2009,Proceedings of the ACM Symposium on Applied Computing,,,,729,730,,3.0,10.1145/1529282.1529434,https://www.scopus.com/inward/record.url?eid=2-s2.0-72949111648&partnerID=40&md5=601eeeba7e76e055f31ea3515f881ac4,Conference Paper,Final,,Scopus,2-s2.0-72949111648,1574531445.0,False
"Tuglular, T., Kaya, Ö., Müftüoǧlu, C.A., Belli, F.",14627984700; 35174532000; 35174907400; 57200611344,The 1st workshop on model-based verification &amp; validation: Directed acyclic graph modeling of security policies for firewall testing,2009,SSIRI 2009 - 3rd IEEE International Conference on Secure Software Integration Reliability Improvement,,, 5325343,393,398,,3.0,10.1109/SSIRI.2009.52,https://www.scopus.com/inward/record.url?eid=2-s2.0-72849151217&partnerID=40&md5=cc1e5b1ef9eb4c9382a7d46864370642,Conference Paper,Final,,Scopus,2-s2.0-72849151217,1574531447.0,False
"Jerbi, A., Chtourou, H., Maalej, A.Y.",24343924500; 6603801724; 7003277346,Comparing functional and cellular layouts: Simulation models,2009,International Journal of Simulation Modelling,8,4,,215,224,,3.0,10.2507/IJSIMM08(4)4.147,https://www.scopus.com/inward/record.url?eid=2-s2.0-72449211804&partnerID=40&md5=8f0ba74360ce58a8795f579d8a36db79,Article,Final,Open Access,Scopus,2-s2.0-72449211804,1574531450.0,False
"Clerici, S., Zoltan, C.",35182587600; 15078213400,A dynamically customizable process-centered evaluation model,2009,PPDP'09 - Proceedings of the 11th International ACM SIGPLAN Symposium on Principles and Practice of Declarative Programming,,,,37,47,,3.0,10.1145/1599410.1599416,https://www.scopus.com/inward/record.url?eid=2-s2.0-70450250121&partnerID=40&md5=664aa8b0c242c7dd511d9498a291cc01,Conference Paper,Final,,Scopus,2-s2.0-70450250121,1574531453.0,False
"Ya'Acob, N., Abdullah, M., Mahamod, I., Zaharim, A.",24484269500; 7103393418; 7401908770; 15119466900,Model validation for GPS total electron content (TEC) using 10th polynomial function technique at an equatorial region,2009,WSEAS Transactions on Computers,8,9,,1533,1542,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-70450152034&partnerID=40&md5=ed206bf4b8a579718129a0f4bfbfdef8,Article,Final,,Scopus,2-s2.0-70450152034,1574531455.0,False
"Li, Q.",16033026200,Evaluation model of region traffic safety based on Principal Component Analysis,2009,"2009 IEEE Intrumentation and Measurement Technology Conference, I2MTC 2009",,, 5168451,240,243,,3.0,10.1109/IMTC.2009.5168451,https://www.scopus.com/inward/record.url?eid=2-s2.0-70449923935&partnerID=40&md5=92fe7197b205647b38185bf77332a825,Conference Paper,Final,,Scopus,2-s2.0-70449923935,1574531458.0,False
"Yi, S., Shi, J.",35112032800; 56394719500,An agent-based simulation model for occupant evacuation under fire conditions,2009,"Proceedings of the 2009 WRI Global Congress on Intelligent Systems, GCIS 2009",1,, 5209034,27,31,,3.0,10.1109/GCIS.2009.442,https://www.scopus.com/inward/record.url?eid=2-s2.0-70449356572&partnerID=40&md5=07834df1287dce20002782677fe1838d,Conference Paper,Final,,Scopus,2-s2.0-70449356572,1574531463.0,True
"Qiang, L., Ming, M.",16040165300; 35115303500,A evaluation model of web-based distance education for the deaf undergraduate,2009,"2009 International Symposium on Intelligent Ubiquitous Computing and Education, IUCE 2009",,, 5223143,254,257,,3.0,10.1109/IUCE.2009.39,https://www.scopus.com/inward/record.url?eid=2-s2.0-70350741422&partnerID=40&md5=f265efa6514cda029d807ac2e018be04,Conference Paper,Final,,Scopus,2-s2.0-70350741422,1574531467.0,False
"Yin, Y., Jin, Y.-C., Ren, H.-X., Zhang, X.-F., Liu, X.-W., Ren, J.-S.",8930691800; 8930691900; 8873508300; 56159260200; 35248376300; 8336459800,Research on evaluation method and key technologies of full mission navigation simulation system,2009,Xitong Fangzhen Xuebao / Journal of System Simulation,21,21,,6910,6914,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-71249131254&partnerID=40&md5=f8f3c6401edf590ba5313d264627237f,Article,Final,,Scopus,2-s2.0-71249131254,1574531473.0,False
"Chi, G.-T., Yang, Z.-Y.",12803678000; 36496009300,Evaluation model of scientific development based on circulating revision,2009,Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice,29,11,,31,45,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-74049111942&partnerID=40&md5=9238d6b4a2a8bb69358b92f41244f8b7,Article,Final,,Scopus,2-s2.0-74049111942,1574531477.0,False
"Poikonen, J.",24344682700,A finite-state simulation model for OFDM over frequency-selective fast fading channels,2009,"2009 IEEE International Symposium on Broadband Multimedia Systems and Broadcasting, BMSB 2009",,, 5133766,,,,3.0,10.1109/ISBMSB.2009.5133766,https://www.scopus.com/inward/record.url?eid=2-s2.0-70350315083&partnerID=40&md5=842a9e4a60577a4bcce2d5f263adf03c,Conference Paper,Final,,Scopus,2-s2.0-70350315083,1574531481.0,False
"Yang, D., Chen, X., Zhang, C.",35096938300; 23479246800; 55703839800,The design and implement of a simulation model of authentication protocol of ad hoc,2009,"Proceedings - 2009 International Conference on Networking and Digital Society, ICNDS 2009",1,, 5116242,186,189,,3.0,10.1109/ICNDS.2009.52,https://www.scopus.com/inward/record.url?eid=2-s2.0-70350068122&partnerID=40&md5=630ca76e57c7952d285f8f41579208c9,Conference Paper,Final,,Scopus,2-s2.0-70350068122,1574531487.0,False
"Ornaghi, M., Fiorentini, C., Momigliano, A., Pagano, F.",56054459600; 8669873600; 6602312633; 57192228394,Applying ASP to UML model validation,2009,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),5753 LNAI,,,457,463,,3.0,10.1007/978-3-642-04238-6_42,https://www.scopus.com/inward/record.url?eid=2-s2.0-70349850651&partnerID=40&md5=15db0ab22bb4de652d5972aa3fa5a623,Conference Paper,Final,,Scopus,2-s2.0-70349850651,1574531491.0,False
"Ikoma, M., Ooshima, M., Tanida, T., Oba, M., Sakai, S.",35078511900; 6602506640; 35079573700; 36903920100; 14021948600,Using a validation model to measure the agility of software development in a large software development organization,2009,"2009 31st International Conference on Software Engineering - Companion Volume, ICSE 2009",,, 5070967,91,100,,3.0,10.1109/ICSE-COMPANION.2009.5070967,https://www.scopus.com/inward/record.url?eid=2-s2.0-70349673766&partnerID=40&md5=82e480a05eff2420aab1711f17f05f0c,Conference Paper,Final,,Scopus,2-s2.0-70349673766,1574531495.0,False
"Allgood, G.O., Olama, M.M., Rose, T.A., Brumback, D.",7003799315; 8674331500; 34969472500; 34968958100,Aviation security cargo inspection queuing simulation model for material flow and accountability,2009,Proceedings of SPIE - The International Society for Optical Engineering,7305,, 730518,,,,3.0,10.1117/12.818555,https://www.scopus.com/inward/record.url?eid=2-s2.0-69649095156&partnerID=40&md5=170ecd08e70a751933dce70bf0afd596,Conference Paper,Final,,Scopus,2-s2.0-69649095156,1574531499.0,False
"Huang, X.-F., Wang, K.-J., Guo, L.-Y., Shao, Q.",25722040300; 7501399380; 55468903100; 36112022900,Microscopic simulation model study on pedestrian evacuation based on agent technology,2009,Xitong Fangzhen Xuebao / Journal of System Simulation,21,15,,4568,4571+4582,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-69049107902&partnerID=40&md5=51c12e2a09ae74987940bcd23670780c,Article,Final,,Scopus,2-s2.0-69049107902,1574531504.0,True
"Al-Nadabi, A., Al-Riyami, H.",27567563000; 29667569800,Design a simulation model to estimate the hot spot temperature in power transformers,2009,"2009 6th International Multi-Conference on Systems, Signals and Devices, SSD 2009",,, 4956665,,,,3.0,10.1109/SSD.2009.4956665,https://www.scopus.com/inward/record.url?eid=2-s2.0-67650553302&partnerID=40&md5=a97f3a298b794aacf7a53c82a8d94862,Conference Paper,Final,,Scopus,2-s2.0-67650553302,1574531543.0,False
"Zhang, H.",55685593500,Investigating the gap between quantitative and qualitative/semi- quantitative software process simulation models: An explorative study,2009,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),5543 LNCS,,,198,211,,3.0,10.1007/978-3-642-01680-6_19,https://www.scopus.com/inward/record.url?eid=2-s2.0-67650330322&partnerID=40&md5=729a37f8208449402d4ed17449fb2f52,Conference Paper,Final,,Scopus,2-s2.0-67650330322,1574531546.0,False
"Garg, A.K., Venkateswaran, J., Son, Y.-J.",7402020398; 6506047906; 7102761609,Generic interface specifications for integrating distributed discrete-event simulation models,2009,Journal of Simulation,3,2,,114,128,,3.0,10.1057/jos.2008.24,https://www.scopus.com/inward/record.url?eid=2-s2.0-67649243743&partnerID=40&md5=58b7b15febeedab00b4012f5de52641e,Article,Final,,Scopus,2-s2.0-67649243743,1574531549.0,False
"Cristea, V.-M., Pop, C., Serban Agachi, P.",55664417500; 57197262549; 55902604900,Artificial Neural Networks Modelling of PID and Model Predictive Controlled Waste Water Treatment Plant Based on the Benchmark Simulation Model No.1,2009,Computer Aided Chemical Engineering,26,,,1183,1188,,3.0,10.1016/S1570-7946(09)70197-X,https://www.scopus.com/inward/record.url?eid=2-s2.0-67649118228&partnerID=40&md5=9468a34c66fffcc7a532d4103b3ae35d,Article,Final,,Scopus,2-s2.0-67649118228,1574531553.0,False
"Ma, M., Yan, X.-P., Wu, C.-Z.",35774826800; 57200980418; 8508248600,Simulation model for analyzing vehicle rear-end accident based on system dynamics,2009,Xitong Fangzhen Xuebao / Journal of System Simulation,21,11,,3161,3165,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-67649204172&partnerID=40&md5=b7dac059896dac68080a93f89fe7dd7a,Article,Final,,Scopus,2-s2.0-67649204172,1574531555.0,False
"Tsai, Y.Y., Tsai, S.L., Lo, F., Yang, E., Yang, T.H., Chen, K.C., Lu, C.-Y.",26632606800; 24385824000; 22634644900; 7202021095; 24469481500; 36092586200; 7404804899,Image-assistant OPC model calibration on 65nm node contact layer,2009,Proceedings of SPIE - The International Society for Optical Engineering,7274,, 727426,,,,3.0,10.1117/12.813461,https://www.scopus.com/inward/record.url?eid=2-s2.0-65849492648&partnerID=40&md5=a19153c28995746581c4a145f75a874f,Conference Paper,Final,,Scopus,2-s2.0-65849492648,1574531558.0,False
"Xiao, H., He, C.",26637586600; 26767759800,Behavioral animation model for real-time crowd simulation,2009,"Proceedings - International Conference on Advanced Computer Control, ICACC 2009",,, 4777345,250,254,,3.0,10.1109/ICACC.2009.122,https://www.scopus.com/inward/record.url?eid=2-s2.0-64949197280&partnerID=40&md5=86dbb0d6c870430d988418858935d7a7,Conference Paper,Final,,Scopus,2-s2.0-64949197280,1574531564.0,True
"Kooij, R., Nicolai, F., Ahmed, K., Brunnström, K.",6701735618; 34873240200; 24723684400; 6603646979,Model validation of channel zapping quality,2009,Proceedings of SPIE - The International Society for Optical Engineering,7240,, 72401R,,,,3.0,10.1117/12.808114,https://www.scopus.com/inward/record.url?eid=2-s2.0-63549131300&partnerID=40&md5=2113351e23201a6b3b641e72413b2f2f,Conference Paper,Final,,Scopus,2-s2.0-63549131300,1574531566.0,False
"Niu, J., Zeng, G.-S., Chen, B.",36620055100; 13611429800; 56948847400,"Integrated verification model atsFPM based on functional, time and spatial constraints",2009,Jisuanji Xuebao/Chinese Journal of Computers,32,4,,740,750,,3.0,10.3724/SP.J.1016.2009.00740,https://www.scopus.com/inward/record.url?eid=2-s2.0-65349131206&partnerID=40&md5=5cb8c2bfad443ac6d187ed3b0442570e,Article,Final,,Scopus,2-s2.0-65349131206,1574531569.0,False
"Cartas, R., Moreno-Barón, L., Merkoçi, A., Alegret, S., del Valle, M., Gutiérrez, J.M., Leija, L., Hernandez, P.R., Muñoz, R.",10143435900; 6503946745; 55775145500; 7006425883; 7005723747; 34770486300; 7003280801; 35563888100; 7202035839,Multivariate calibration model for a voltammetric electronic tongue based on a multiple output Wavelet Neural Network,2009,Studies in Computational Intelligence,188,,,137,167,,3.0,10.1007/978-3-642-00176-5_9,https://www.scopus.com/inward/record.url?eid=2-s2.0-62549140197&partnerID=40&md5=28a14ee02e00412b7ecf77a78ed0b257,Article,Final,,Scopus,2-s2.0-62549140197,1574531573.0,False
"Le Ngoc, Q.-L., Do, N.-H., Nam, K.-C.",57035662800; 36140971800; 55436548100,A simulation model for the mixed traffic system in Vietnam,2009,International Journal of Simulation and Process Modelling,5,3,,233,240,,3.0,10.1504/IJSPM.2009.031097,https://www.scopus.com/inward/record.url?eid=2-s2.0-79951470244&partnerID=40&md5=d69b07c2e759a233f65b6a24a419f571,Article,Final,,Scopus,2-s2.0-79951470244,1574531576.0,False
"Hu, C.-J., Weng, Y., Shi, P.",23097546200; 7103321453; 7202160862,A network alert degree evaluation model based on cooperative computing,2008,"Proceedings - 7th International Conference on Grid and Cooperative Computing, GCC 2008",,, 4662928,642,648,,3.0,10.1109/GCC.2008.94,https://www.scopus.com/inward/record.url?eid=2-s2.0-58049129503&partnerID=40&md5=fcee69508678104543da558529e4b2e8,Conference Paper,Final,,Scopus,2-s2.0-58049129503,1574531581.0,False
"Yang, S., Zhu, Q.",24081653700; 55061818300,An evaluation model on employee performance based on improved BP neural network,2008,"2008 International Conference on Wireless Communications, Networking and Mobile Computing, WiCOM 2008",,, 4679917,,,,3.0,10.1109/WiCom.2008.1728,https://www.scopus.com/inward/record.url?eid=2-s2.0-58049094789&partnerID=40&md5=a3443670c778c1e1a353280aeddd1909,Conference Paper,Final,,Scopus,2-s2.0-58049094789,1574531585.0,False
"Lower, M.",14021459100,Simulation model of human individual in quiet standing based onan inverted pendulum with fuzzy controller,2008,"Proceedings of the 7th International Conference on Machine Learning and Cybernetics, ICMLC",6,, 4620995,3418,3422,,3.0,10.1109/ICMLC.2008.4620995,https://www.scopus.com/inward/record.url?eid=2-s2.0-57849083118&partnerID=40&md5=0461eef2f2761206b35b9e8ab9c8f863,Conference Paper,Final,,Scopus,2-s2.0-57849083118,1574531589.0,False
"Bai, X.-H.",55639201700,An application with UML object-based petri nets for C4ISR architecture simulation validation,2008,"Proceedings of the 7th International Conference on Machine Learning and Cybernetics, ICMLC",4,, 4620781,2257,2263,,3.0,10.1109/ICMLC.2008.4620781,https://www.scopus.com/inward/record.url?eid=2-s2.0-57849168441&partnerID=40&md5=273467aa0722ed96ec42d2a6af7bb1d8,Conference Paper,Final,,Scopus,2-s2.0-57849168441,1574531592.0,False
"Wei, J., Bi, R.",7403084456; 35731071800,Application of ANP in production line selection A case study for ERP sand table simulation evaluation,2008,"2008 IEEE International Conference on Cybernetics and Intelligent Systems, CIS 2008",,, 4670796,,,,3.0,10.1109/ICCIS.2008.4670796,https://www.scopus.com/inward/record.url?eid=2-s2.0-57649146898&partnerID=40&md5=aca43fd4b859f21a967fe0c0b1e38156,Conference Paper,Final,,Scopus,2-s2.0-57649146898,1574531597.0,False
"Drovetto Jr., S.A., Silva, L., Bellon, O.R.P.",25923340300; 8668018600; 6701453986,Hierarchical evaluation model for 3D face recognition,2008,"VISAPP 2008 - 3rd International Conference on Computer Vision Theory and Applications, Proceedings",2,,,67,74,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-57549098293&partnerID=40&md5=5dd719e9dd1a14dcbda770b5fe7bc2df,Conference Paper,Final,,Scopus,2-s2.0-57549098293,1574531601.0,False
"Li, J., Zhang, L.L., Shi, Y.",55999551000; 55709108900; 7404963015,Research on evaluation model of organisational knowledge assets,2008,Journal of Information and Knowledge Management,7,1,,47,54,,3.0,10.1142/S0219649208001920,https://www.scopus.com/inward/record.url?eid=2-s2.0-84892186500&partnerID=40&md5=81f68b002ddca05cb53f23682716b0c3,Article,Final,,Scopus,2-s2.0-84892186500,1574531603.0,False
"Ullrich, A., Volk, M., Schmidt, G.",26536876200; 7004320816; 23111812600,Influence of the uncertainties of monitoring data on model calibration and evaluation,2008,"Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making, iEMSs 2008",1,,,544,552,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-78650580259&partnerID=40&md5=59c9e3ffc3dc017016d50c6ccffab429,Conference Paper,Final,,Scopus,2-s2.0-78650580259,1574531610.0,False
"Wang, Z., Zhou, X., Wang, H., Ni, H., Wu, R.",56086598300; 16508320400; 56594569200; 15056719000; 55469445500,A quantitative evaluation model of group user experience,2008,"Proceedings - 2008 Pacific-Asia Workshop on Computational Intelligence and Industrial Application, PACIIA 2008",1,, 4756693,918,923,,3.0,10.1109/PACIIA.2008.47,https://www.scopus.com/inward/record.url?eid=2-s2.0-63149135788&partnerID=40&md5=17831b536ec259d22a2b064598937c60,Conference Paper,Final,,Scopus,2-s2.0-63149135788,1574531613.0,False
"Duell, R., Hoogendoorn, M., Klein, M., Treur, J.",26430638000; 10640498300; 55693492300; 7006431708,An ambient intelligent agent model using controlled model-based reasoning to determine causes and remedies for monitored problems,2008,"Proceedings - 2008 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Workshops, WI-IAT Workshops 2008",,, 4740827,489,494,,3.0,10.1109/WIIAT.2008.322,https://www.scopus.com/inward/record.url?eid=2-s2.0-62949104506&partnerID=40&md5=a3d1df69ce5569f1e28254254ad16ec5,Conference Paper,Final,,Scopus,2-s2.0-62949104506,1574531618.0,False
"Xue, X., Cheng, X., Xu, B., Bai, W.",26325964800; 35147605400; 57198896233; 56250978300,Designing of testing simulation training system of missile based on virtual instrument technology,2008,9th International Conference on Computer-Aided Industrial Design and Conceptual Design: Multicultural Creation and Design - CAIDCD 2008,,, 4730650,652,655,,3.0,10.1109/CAIDCD.2008.4730650,https://www.scopus.com/inward/record.url?eid=2-s2.0-62449195045&partnerID=40&md5=0baef79189867294374a33485d4d8e95,Conference Paper,Final,,Scopus,2-s2.0-62449195045,1574531622.0,False
"Abe, H., Tsumoto, S.",8358447200; 16685618800,Comparing accuracies of rule evaluation models to determine human criteria on evaluated rule sets,2008,"Proceedings - IEEE International Conference on Data Mining Workshops, ICDM Workshops 2008",,, 4733915,1,7,,3.0,10.1109/ICDMW.2008.49,https://www.scopus.com/inward/record.url?eid=2-s2.0-62449123461&partnerID=40&md5=bff727038a2ec7fefd8224dc6cc39fa4,Conference Paper,Final,,Scopus,2-s2.0-62449123461,1574531628.0,False
"Cao, H., Qin, Z.",57198686680; 55625158400,A trust evaluation model for P2P e-commerce systems,2008,"Proceedings - 2008 International Conference on Computational Intelligence and Security, CIS 2008",1,, 4724701,500,505,,3.0,10.1109/CIS.2008.50,https://www.scopus.com/inward/record.url?eid=2-s2.0-60349124798&partnerID=40&md5=de3a4709e193a02804485abaf3bbc654,Conference Paper,Final,,Scopus,2-s2.0-60349124798,1574531629.0,False
"Kittiperachol, S., Sun, Z., Cruickshank, H.",25926438900; 7404240030; 6603896799,Integration of Linux TCP implementation and simulation: Verification and validation,2008,"Proceedings of the 2008 - International Symposium on Performance Evaluation of Computer and Telecommunication Systems, SPECTS 2008",,, 4667592,413,420,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-60349090849&partnerID=40&md5=52c76634d8d84837db07fc4907582b1a,Conference Paper,Final,,Scopus,2-s2.0-60349090849,1574531631.0,False
"Mao, G.-P., Wu, C.",26025686500; 56158605300,Evaluation model for remanufacturing products based on analytic network process,2008,"Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS",14,12,,2341,2345+2368,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-59249087573&partnerID=40&md5=ad8997c147028a9abb964d8ca37a56cf,Article,Final,,Scopus,2-s2.0-59249087573,1574531634.0,False
"Cui, Y., Xu, Y., Chu, L.",7402595825; 57198774772; 25928986100,A logistics costs control system based on fuzzy comprehensive evaluation model,2008,"Proceedings of 2008 IEEE International Conference on Service Operations and Logistics, and Informatics, IEEE/SOLI 2008",2,, 4682783,1606,1611,,3.0,10.1109/SOLI.2008.4682783,https://www.scopus.com/inward/record.url?eid=2-s2.0-58049138944&partnerID=40&md5=a3ad3fc4042b1d4d1b3ef02400f05505,Conference Paper,Final,,Scopus,2-s2.0-58049138944,1574531639.0,False
"Papazoglou, P.M., Karras, D.A., Papademetriou, R.C.",15078567500; 55549675500; 35616463900,A multi-agent simulation model for wireless communications involving an improved agent negotiation scheme based on real time event scheduling mechanisms,2008,"Proceedings - EMS 2008, European Modelling Symposium, 2nd UKSim European Symposium on Computer Modelling and Simulation",,, 4625280,246,252,,3.0,10.1109/EMS.2008.86,https://www.scopus.com/inward/record.url?eid=2-s2.0-55849132522&partnerID=40&md5=c07f4c13eee976816a156e146f7ad837,Conference Paper,Final,,Scopus,2-s2.0-55849132522,1574531644.0,False
"Ismail, M.N., Zin, A.M.",24372977800; 8230988800,Comparing the accuracy of end-to-end network performance measurement testbed and simulation model for data transfers in heterogeneous environment,2008,"Proceedings - 2nd Asia International Conference on Modelling and Simulation, AMS 2008",,, 4530463,124,131,,3.0,10.1109/AMS.2008.69,https://www.scopus.com/inward/record.url?eid=2-s2.0-50249155955&partnerID=40&md5=3118b2c6903dcbdae3c236f0b120c618,Conference Paper,Final,,Scopus,2-s2.0-50249155955,1574531649.0,False
"Valencia-Jiménez, J.J., Fernández-Caballero, A.",17436091300; 6602230534,Holonic multi-agent system model for fuzzy automatic speech / speaker recognition,2008,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4953 LNAI,,,73,82,,3.0,10.1007/978-3-540-78582-8_8,https://www.scopus.com/inward/record.url?eid=2-s2.0-47349115991&partnerID=40&md5=157ad4e2fa02401f5f69f3cfb86022e9,Conference Paper,Final,,Scopus,2-s2.0-47349115991,1574531652.0,False
"Hu, W.-W., Yuan, B.-C., Yang, P.",55479628000; 14016894100; 7403931844,Research on decision-making analysis about simulation model credibility,2008,Xitong Fangzhen Xuebao / Journal of System Simulation,20,12,,3274,3276,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-47549103172&partnerID=40&md5=53fce18a43ac1dae3d2a81bd34ebde52,Article,Final,,Scopus,2-s2.0-47549103172,1574531654.0,False
"Du, C.-L., You, T.",24471366200; 35191411700,Research on evaluation model of information transferring between heterogeneous networks in large scale virtual testing system,2008,Xitong Fangzhen Xuebao / Journal of System Simulation,20,12,,3179,3182,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-47549098859&partnerID=40&md5=5f679d34402e2ba236d9eeae90f1c6ea,Article,Final,,Scopus,2-s2.0-47549098859,1574531667.0,False
"Ng, S.T., Xie, J.",7403358853; 18438839800,A simulation model for evaluating the tariff stability of concession-based PPP proposals,2008,Construction Innovation,8,2,,106,119,,3.0,10.1108/14714170810867032,https://www.scopus.com/inward/record.url?eid=2-s2.0-84986077498&partnerID=40&md5=1a4b9c151d7fc13b30c8e7ab9a8fc3cd,Article,Final,,Scopus,2-s2.0-84986077498,1574531671.0,False
"Inoue, Y., Takagi, S., Matsumoto, Y.",24610607100; 7401494521; 7404547526,A simulation model for amphiphilic molecules in a mesoscale solvent,2008,Computers and Mathematics with Applications,55,7,,1469,1480,,3.0,10.1016/j.camwa.2007.08.017,https://www.scopus.com/inward/record.url?eid=2-s2.0-39449086728&partnerID=40&md5=5a42d839d964e9beb9f6f250509371c9,Article,Final,Open Access,Scopus,2-s2.0-39449086728,1574531674.0,False
"Wang, Q.-D., Hou, H.-J.",56097713800; 24174390900,Evaluation model of teaching quality on interval number variable weight principle,2008,Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice,28,3,,151,158,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-43249129231&partnerID=40&md5=6172a37a515e36e55cb60a71c86b9378,Article,Final,,Scopus,2-s2.0-43249129231,1574531676.0,False
"Jia, Y., Song, B.-W., Cui, S.-B.",13104190800; 8433262200; 23767068300,The mathematical and simulation model of countering the acoustic homing torpedo with the acoustic decoy,2008,Xitong Fangzhen Xuebao / Journal of System Simulation,20,2,,267,269+313,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-40049111652&partnerID=40&md5=2c317c15e4c6aed50f0e04e9849828cf,Article,Final,,Scopus,2-s2.0-40049111652,1574531682.0,False
"Dong, S.-M., Zhao, L.-P., Wang, S.-J., Cui, X.-H.",16303837500; 16314572100; 57191712242; 8444925900,Simulation models of longitudinal vibration of sucker rod string of polymer flooding rod pumping systems,2008,Xitong Fangzhen Xuebao / Journal of System Simulation,20,2,,309,313,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-40049088305&partnerID=40&md5=6cc4366652a1effcc70f8d11e9837f50,Article,Final,,Scopus,2-s2.0-40049088305,1574531688.0,False
"Aziz, A., Huehn, T., Karrer, R., Thiran, P.",16238291200; 25623039600; 14826874400; 22434331500,Model validation through experimental testbed: The fluid flow behavior example,2008,TRIDENTCOM 2008 - 4th International ICST Conference on Testbeds and Research Infrastructures for the Development of Networks and Communities,,,,,,,3.0,10.4108/tridentcom.2008.10411,https://www.scopus.com/inward/record.url?eid=2-s2.0-84898618584&partnerID=40&md5=4b04a06a3af0f3acfcd7d7fff32ec618,Conference Paper,Final,Open Access,Scopus,2-s2.0-84898618584,1574531691.0,False
"Hoogendoorn, M., Klein, M.C.A., Treur, J.",10640498300; 55693492300; 7006431708,Formal design and simulation of an ambient multi-agent system model for medicine usage management,2008,Communications in Computer and Information Science,11,,,207,217,,3.0,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84893144087&partnerID=40&md5=9323887b724770803c3784441f38d179,Conference Paper,Final,,Scopus,2-s2.0-84893144087,1574531697.0,False
"Zhu, Y., Wang, G.",18839643500; 36618087400,Simulation model and mechanism of burr formation,2008,"Proceedings - 2008 International Workshop on Modelling, Simulation and Optimization, WMSO 2008",,, 4757023,350,354,,3.0,10.1109/WMSO.2008.60,https://www.scopus.com/inward/record.url?eid=2-s2.0-63149090511&partnerID=40&md5=e11ee2cfb20092282ea549ff52829807,Conference Paper,Final,,Scopus,2-s2.0-63149090511,1574531701.0,False
